custid,총구매액,구매건수,평균구매가격,구매브랜드종류,내점일수,주말방문비율,가을_구매건수,겨울_구매건수,봄_구매건수,여름_구매건수,아침_구매건수,점심_구매건수,주구매코너별여성비율등급,gender,pred_prob
102426,5408800,30,180293,20,15,40.0,12.0,5.0,2.0,11.0,0.0,23.0,1,0,0.13240126
104632,1102200,12,91850,9,9,11.1,3.0,2.0,5.0,2.0,0.0,8.0,1,0,0.13237223
103268,541000,13,41615,10,10,50.0,6.0,1.0,3.0,3.0,1.0,7.0,1,0,0.13205041
102971,1533058,9,170340,6,5,0.0,4.0,0.0,1.0,4.0,3.0,6.0,1,0,0.13200702
101911,2629400,36,73039,26,22,68.2,5.0,19.0,5.0,7.0,4.0,22.0,1,0,0.13192138
104148,2624800,21,124990,16,14,42.9,4.0,5.0,5.0,7.0,6.0,11.0,1,0,0.13183443
103035,930000,19,48947,15,11,27.3,3.0,3.0,13.0,0.0,0.0,12.0,1,0,0.13173899
100964,352316,11,32029,6,8,25.0,1.0,1.0,4.0,5.0,1.0,10.0,1,0,0.13173668
102353,310000,3,103333,3,3,33.3,1.0,1.0,0.0,1.0,0.0,2.0,5,0,0.13155077
103529,2419518,77,31422,9,50,16.0,15.0,20.0,16.0,26.0,27.0,22.0,1,0,0.13147753
102830,2488130,29,85798,24,24,37.5,4.0,10.0,4.0,11.0,0.0,6.0,3,0,0.13142076
104165,376000,5,75200,5,4,0.0,0.0,1.0,4.0,0.0,4.0,1.0,1,0,0.13136107
100925,285000,4,71250,4,4,50.0,0.0,3.0,0.0,1.0,0.0,1.0,1,0,0.13133553
102025,4742934,67,70790,37,41,53.7,11.0,21.0,20.0,15.0,2.0,50.0,1,0,0.13129593
102844,1806090,31,58261,19,21,9.5,8.0,8.0,11.0,4.0,7.0,8.0,1,0,0.13089135
103357,2257200,29,77834,20,21,38.1,6.0,13.0,5.0,5.0,6.0,21.0,1,0,0.13070641
101008,33895860,179,189362,61,58,8.6,41.0,45.0,67.0,26.0,1.0,159.0,1,0,0.13059343
101751,93000,2,46500,1,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0.13044712
104621,1710600,19,90032,15,10,60.0,4.0,5.0,3.0,7.0,0.0,12.0,3,0,0.13026252
102920,3209120,38,84451,28,21,38.1,8.0,13.0,6.0,11.0,3.0,24.0,1,0,0.1302023
102287,1246663,33,37778,17,16,18.8,14.0,12.0,7.0,0.0,22.0,9.0,1,0,0.13012815
100342,1498400,18,83244,17,10,30.0,11.0,0.0,3.0,4.0,0.0,5.0,1,0,0.13004729
100786,1469850,14,104989,9,4,100.0,3.0,0.0,0.0,11.0,0.0,7.0,1,0,0.13004264
104317,840000,7,120000,3,6,0.0,3.0,2.0,1.0,1.0,3.0,4.0,1,0,0.12999392
102598,844792,14,60342,13,12,50.0,9.0,1.0,1.0,3.0,2.0,8.0,1,0,0.12994446
101619,999110,22,45414,13,14,42.9,0.0,9.0,2.0,11.0,2.0,16.0,1,0,0.1296685
101421,435400,10,43540,8,8,37.5,3.0,2.0,3.0,2.0,0.0,6.0,1,0,0.12958679
101457,499000,15,33267,11,8,75.0,7.0,4.0,4.0,0.0,0.0,9.0,1,0,0.12956692
103278,682140,12,56845,8,10,10.0,2.0,0.0,2.0,8.0,0.0,6.0,1,0,0.12952304
101912,846360,17,49786,11,15,46.7,6.0,3.0,4.0,4.0,0.0,6.0,3,0,0.12939468
102301,1287800,18,71544,11,9,44.4,8.0,3.0,4.0,3.0,1.0,6.0,1,0,0.12931477
100264,158000,4,39500,4,4,75.0,0.0,1.0,1.0,2.0,1.0,2.0,1,0,0.12929124
104396,3937300,16,246081,13,9,33.3,11.0,2.0,2.0,1.0,1.0,12.0,1,0,0.12908168
100793,3008293,38,79166,26,24,29.2,3.0,14.0,5.0,16.0,3.0,13.0,5,0,0.12907735
100132,787406,22,35791,14,11,45.5,5.0,4.0,2.0,11.0,5.0,6.0,1,0,0.12891473
103738,742029,34,21824,15,17,35.3,5.0,2.0,11.0,16.0,4.0,15.0,1,0,0.12868936
104976,458200,2,229100,2,1,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2,0,0.12867795
102001,432300,6,72050,5,3,66.7,0.0,0.0,5.0,1.0,0.0,5.0,3,0,0.12857968
100719,4849645,55,88175,43,28,57.1,12.0,26.0,14.0,3.0,1.0,30.0,1,0,0.12846997
102697,3149300,46,68463,31,27,48.1,12.0,6.0,12.0,16.0,2.0,23.0,3,0,0.12834455
102753,837400,16,52338,12,10,20.0,3.0,0.0,10.0,3.0,1.0,11.0,3,0,0.12833266
103093,291000,1,291000,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0.12828012
104208,844900,13,64992,7,3,0.0,7.0,5.0,1.0,0.0,5.0,8.0,1,0,0.12824295
100518,155500,3,51833,3,3,0.0,1.0,0.0,0.0,2.0,0.0,3.0,5,0,0.12818103
100943,3974538,59,67365,37,33,27.3,6.0,18.0,16.0,19.0,11.0,39.0,1,0,0.1281516
104408,2944225,49,60086,19,28,21.4,8.0,14.0,18.0,9.0,1.0,43.0,1,0,0.12740472
103459,3505700,29,120886,22,14,71.4,6.0,5.0,5.0,13.0,1.0,23.0,1,0,0.12729234
104583,354600,2,177300,2,1,100.0,0.0,0.0,0.0,2.0,0.0,2.0,1,0,0.1270929
102226,701900,8,87738,8,6,50.0,6.0,2.0,0.0,0.0,0.0,6.0,3,0,0.12698159
102765,190000,4,47500,4,1,100.0,0.0,0.0,4.0,0.0,0.0,3.0,1,0,0.12667678
101908,3007000,55,54673,40,29,37.9,9.0,2.0,16.0,28.0,0.0,31.0,3,0,0.12655027
100455,3567501,34,104926,23,18,16.7,5.0,3.0,12.0,14.0,4.0,20.0,1,0,0.12638253
101677,2517120,28,89897,13,8,50.0,5.0,7.0,3.0,13.0,6.0,11.0,1,0,0.12611714
104264,1014000,7,144857,6,5,60.0,0.0,0.0,3.0,4.0,1.0,3.0,1,0,0.12596999
101060,371300,8,46412,5,8,50.0,2.0,1.0,4.0,1.0,1.0,4.0,1,0,0.12565821
101006,1501600,21,71505,19,16,50.0,10.0,8.0,2.0,1.0,2.0,10.0,3,0,0.12563187
100912,2236061,32,69877,21,9,33.3,3.0,1.0,10.0,18.0,1.0,26.0,1,0,0.12557597
104209,438300,10,43830,7,4,100.0,0.0,0.0,10.0,0.0,3.0,7.0,3,0,0.12557147
101054,651923,22,29633,10,12,25.0,3.0,4.0,7.0,8.0,0.0,19.0,3,0,0.12544946
103054,3283750,38,86414,30,12,50.0,5.0,14.0,19.0,0.0,6.0,27.0,5,0,0.1253406
101163,1877000,4,469250,3,3,33.3,4.0,0.0,0.0,0.0,0.0,1.0,1,0,0.12524822
103621,246798,7,35257,7,6,33.3,0.0,2.0,4.0,1.0,1.0,5.0,5,0,0.12511563
100525,3606900,42,85879,25,30,26.7,21.0,2.0,6.0,13.0,3.0,34.0,1,0,0.12507652
102907,169800,2,84900,2,2,50.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0.12501237
100316,220650,9,24517,3,3,66.7,0.0,6.0,3.0,0.0,0.0,2.0,1,0,0.1248978
101316,365000,5,73000,5,3,66.7,0.0,0.0,4.0,1.0,0.0,4.0,3,0,0.12488233
100493,2171690,39,55684,25,20,35.0,16.0,5.0,14.0,4.0,14.0,12.0,3,0,0.12480228
102362,1690510,74,22845,22,63,34.9,16.0,13.0,31.0,14.0,2.0,46.0,1,0,0.12478549
104809,866000,16,54125,15,14,35.7,6.0,0.0,5.0,5.0,5.0,9.0,1,0,0.12463151
102879,11806381,85,138899,61,47,17.0,23.0,16.0,16.0,30.0,19.0,51.0,1,0,0.124544054
104293,772600,10,77260,9,6,33.3,0.0,1.0,9.0,0.0,0.0,3.0,1,0,0.12454051
102663,2042256,19,107487,15,13,23.1,0.0,4.0,0.0,15.0,8.0,9.0,5,0,0.12443687
100313,52000,1,52000,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.12442842
101154,2582258,27,95639,20,18,16.7,2.0,10.0,5.0,10.0,3.0,8.0,1,0,0.124246754
102407,2518200,11,228927,11,5,20.0,4.0,0.0,7.0,0.0,0.0,2.0,1,0,0.1241432
103595,20390172,84,242740,45,31,80.6,20.0,18.0,38.0,8.0,0.0,65.0,5,0,0.124086194
103699,3358424,55,61062,29,29,31.0,6.0,13.0,16.0,20.0,1.0,17.0,5,0,0.123982616
103022,142000,4,35500,4,2,0.0,0.0,3.0,1.0,0.0,0.0,1.0,5,0,0.123755015
100880,145000,2,72500,2,1,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1,0,0.123752385
101162,324902,13,24992,6,7,14.3,2.0,0.0,10.0,1.0,0.0,8.0,1,0,0.12373803
104665,2521600,34,74165,20,15,6.7,12.0,5.0,8.0,9.0,1.0,24.0,5,0,0.12359998
100013,487300,7,69614,5,4,75.0,4.0,0.0,0.0,3.0,3.0,4.0,5,0,0.12349196
100980,9035665,115,78571,48,38,39.5,16.0,36.0,31.0,32.0,30.0,48.0,1,0,0.12341245
102639,1372900,13,105608,13,9,55.6,6.0,1.0,3.0,3.0,0.0,11.0,1,0,0.12331637
102622,2405648,40,60141,22,17,35.3,7.0,4.0,24.0,5.0,23.0,15.0,5,0,0.12322622
101235,1884970,16,117811,14,11,18.2,4.0,2.0,2.0,8.0,3.0,12.0,5,0,0.12318862
103328,4627824,38,121785,25,25,32.0,2.0,7.0,6.0,23.0,1.0,17.0,1,0,0.123035595
104934,3287400,23,142930,18,10,30.0,13.0,6.0,4.0,0.0,0.0,9.0,1,0,0.1228878
100400,3536405,76,46532,41,30,40.0,28.0,5.0,23.0,20.0,4.0,53.0,3,0,0.12288604
104413,344000,6,57333,4,4,50.0,5.0,0.0,1.0,0.0,1.0,5.0,1,0,0.12271522
102569,1441540,46,31338,27,25,40.0,4.0,12.0,14.0,16.0,3.0,34.0,3,0,0.12262296
101523,1131156,20,56558,15,16,25.0,5.0,4.0,9.0,2.0,0.0,16.0,1,0,0.12248967
101050,6248800,72,86789,46,24,58.3,15.0,35.0,11.0,11.0,3.0,42.0,1,0,0.12245115
104873,1310700,12,109225,10,11,36.4,2.0,2.0,3.0,5.0,9.0,3.0,1,0,0.12227724
103862,1712935,15,114196,12,11,36.4,6.0,6.0,2.0,1.0,3.0,8.0,1,0,0.12224065
102521,178000,3,59333,3,1,100.0,0.0,3.0,0.0,0.0,0.0,3.0,1,0,0.1222381
102342,2913415,51,57126,20,34,26.5,6.0,12.0,22.0,11.0,7.0,33.0,1,0,0.12211359
104700,555719,9,61747,6,6,50.0,0.0,3.0,1.0,5.0,0.0,3.0,1,0,0.12201464
101099,3788100,24,157838,17,13,23.1,3.0,12.0,9.0,0.0,5.0,14.0,5,0,0.121959835
104443,970600,12,80883,11,6,33.3,1.0,0.0,0.0,11.0,1.0,11.0,1,0,0.12157555
104109,1169000,9,129889,7,4,0.0,2.0,3.0,0.0,4.0,0.0,5.0,1,0,0.121533334
103773,2472045,24,103002,16,18,44.4,2.0,3.0,5.0,14.0,2.0,17.0,1,0,0.121504605
104518,3365300,41,82080,29,19,26.3,4.0,11.0,10.0,16.0,3.0,37.0,5,0,0.12122831
103843,2649900,19,139468,18,11,27.3,2.0,3.0,8.0,6.0,4.0,8.0,3,0,0.12114263
100983,1218018,34,35824,19,22,36.4,9.0,3.0,5.0,17.0,5.0,13.0,1,0,0.12112124
101193,477800,22,21718,17,12,25.0,3.0,3.0,1.0,15.0,2.0,12.0,1,0,0.12070755
103050,5403619,29,186332,22,12,66.7,16.0,3.0,10.0,0.0,0.0,18.0,5,0,0.12051528
104223,2647000,3,882333,2,3,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1,0,0.12043721
103836,3603920,37,97403,24,14,78.6,21.0,2.0,10.0,4.0,2.0,20.0,1,0,0.12034617
104658,161000,4,40250,2,2,50.0,3.0,1.0,0.0,0.0,3.0,1.0,1,0,0.12023743
103165,228511,12,19043,4,8,12.5,0.0,0.0,5.0,7.0,1.0,11.0,1,0,0.12017906
101481,448200,9,49800,6,3,100.0,3.0,0.0,6.0,0.0,0.0,6.0,1,0,0.120153435
103003,1170920,15,78061,13,7,14.3,0.0,1.0,0.0,14.0,0.0,7.0,1,0,0.12010345
102129,1039100,13,79931,8,8,12.5,5.0,2.0,5.0,1.0,1.0,5.0,1,0,0.11986389
102982,222000,4,55500,2,1,100.0,0.0,0.0,4.0,0.0,0.0,4.0,1,0,0.119753525
103979,268770,7,38396,2,5,0.0,5.0,1.0,1.0,0.0,0.0,2.0,1,0,0.119667165
101819,4809100,36,133586,21,17,41.2,12.0,5.0,17.0,2.0,0.0,11.0,3,0,0.119559795
104179,635936,11,57812,9,4,75.0,6.0,5.0,0.0,0.0,0.0,9.0,1,0,0.11952338
101241,1128000,18,62667,12,12,33.3,0.0,7.0,8.0,3.0,10.0,7.0,1,0,0.11947561
100651,7553100,74,102069,34,36,41.7,24.0,10.0,27.0,13.0,5.0,43.0,3,0,0.11911776
102674,161200,3,53733,3,3,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3,0,0.11910582
103368,2215700,36,61547,24,21,14.3,6.0,13.0,7.0,10.0,6.0,18.0,1,0,0.11889377
103460,295641,10,29564,4,9,0.0,0.0,0.0,5.0,5.0,3.0,6.0,1,0,0.11887078
101658,502740,10,50274,5,8,37.5,2.0,4.0,4.0,0.0,0.0,7.0,1,0,0.11878484
101211,637000,3,212333,3,3,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1,0,0.11873916
100740,5184545,49,105807,28,24,29.2,12.0,9.0,9.0,19.0,6.0,42.0,1,0,0.11871695
100226,3235860,23,140690,15,13,30.8,7.0,2.0,6.0,8.0,0.0,10.0,1,0,0.118387006
102620,4356033,44,99001,31,20,50.0,14.0,13.0,12.0,5.0,4.0,10.0,1,0,0.11818205
101250,1992250,32,62258,21,16,62.5,9.0,8.0,11.0,4.0,7.0,23.0,1,0,0.117953084
101058,577000,4,144250,3,3,0.0,0.0,0.0,4.0,0.0,3.0,1.0,1,0,0.11793492
103403,1038100,23,45135,16,18,38.9,4.0,8.0,2.0,9.0,1.0,19.0,1,0,0.11769896
104347,1073100,14,76650,10,10,70.0,4.0,4.0,3.0,3.0,0.0,7.0,1,0,0.1176558
103807,5429778,80,67872,35,39,17.9,26.0,14.0,19.0,21.0,4.0,75.0,1,0,0.11761934
104582,561000,8,70125,8,8,62.5,1.0,5.0,2.0,0.0,0.0,4.0,5,0,0.11756546
101364,8783949,150,58560,66,102,31.4,38.0,37.0,48.0,27.0,14.0,39.0,1,0,0.11741039
103219,609080,14,43506,12,10,60.0,0.0,7.0,7.0,0.0,0.0,9.0,1,0,0.11730639
102781,137000,1,137000,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0.117235996
100052,347440,9,38604,7,6,33.3,5.0,0.0,0.0,4.0,5.0,4.0,1,0,0.11704636
102968,3336100,36,92669,25,26,34.6,6.0,11.0,3.0,16.0,1.0,34.0,1,0,0.11704427
101735,17002777,82,207351,31,47,55.3,16.0,33.0,10.0,23.0,1.0,63.0,1,0,0.11702874
103379,447300,11,40664,8,10,30.0,2.0,2.0,2.0,5.0,0.0,10.0,1,0,0.11685912
102103,2660122,55,48366,38,27,48.1,13.0,14.0,15.0,13.0,2.0,36.0,3,0,0.116856806
104683,2002360,22,91016,17,16,18.8,6.0,4.0,9.0,3.0,8.0,10.0,1,0,0.11685212
101879,2657100,28,94896,22,14,78.6,6.0,10.0,6.0,6.0,3.0,24.0,1,0,0.1164893
104723,4871954,39,124922,20,18,38.9,3.0,14.0,12.0,10.0,6.0,20.0,1,0,0.116430074
103394,32000,1,32000,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.11618931
102484,3945776,33,119569,22,11,36.4,22.0,4.0,2.0,5.0,6.0,21.0,1,0,0.11607407
102881,299000,6,49833,4,3,66.7,2.0,4.0,0.0,0.0,0.0,4.0,1,0,0.11589167
103584,2488500,26,95712,25,18,38.9,6.0,7.0,11.0,2.0,1.0,15.0,1,0,0.115564436
100856,810300,15,54020,11,9,66.7,4.0,2.0,5.0,4.0,0.0,7.0,3,0,0.11555919
103554,443300,15,29553,10,5,100.0,1.0,1.0,13.0,0.0,3.0,8.0,1,0,0.11537157
102377,465600,6,77600,4,4,50.0,2.0,0.0,1.0,3.0,0.0,1.0,1,0,0.11536619
101456,298600,5,59720,4,5,60.0,2.0,1.0,2.0,0.0,1.0,3.0,1,0,0.11514968
104904,509200,7,72743,5,5,40.0,2.0,3.0,2.0,0.0,1.0,4.0,1,0,0.11479185
104231,787500,11,71591,9,9,22.2,2.0,4.0,2.0,3.0,0.0,8.0,1,0,0.11470997
101431,134000,3,44667,3,3,33.3,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.11459398
103389,6064998,135,44926,27,99,39.4,33.0,38.0,29.0,35.0,40.0,76.0,1,0,0.11457177
104100,1572178,29,54213,23,9,22.2,7.0,0.0,9.0,13.0,0.0,18.0,1,0,0.11449131
101021,970000,27,35926,15,22,27.3,4.0,2.0,8.0,13.0,3.0,22.0,5,0,0.114470236
102245,730000,4,182500,4,3,66.7,0.0,0.0,4.0,0.0,0.0,1.0,1,0,0.11432841
102562,588611,11,53510,8,9,22.2,1.0,5.0,4.0,1.0,1.0,9.0,1,0,0.11423392
101026,5071182,170,29830,39,78,17.9,56.0,47.0,67.0,0.0,21.0,128.0,1,0,0.114134274
104474,1605900,15,107060,15,10,50.0,7.0,1.0,4.0,3.0,1.0,12.0,3,0,0.1141183
104756,183800,5,36760,4,4,0.0,0.0,0.0,1.0,4.0,2.0,2.0,5,0,0.11409185
103283,542900,11,49355,8,7,42.9,3.0,8.0,0.0,0.0,6.0,2.0,1,0,0.11406115
104951,10813655,124,87207,47,62,29.0,31.0,42.0,29.0,22.0,8.0,40.0,1,0,0.11394823
101094,1527488,33,46288,17,25,28.0,16.0,8.0,4.0,5.0,0.0,13.0,1,0,0.113847695
101970,1186247,23,51576,15,12,8.3,0.0,10.0,13.0,0.0,0.0,18.0,1,0,0.11363997
100827,660800,11,60073,10,6,16.7,3.0,0.0,0.0,8.0,1.0,7.0,3,0,0.11359208
102413,6144943,49,125407,29,18,38.9,13.0,18.0,14.0,4.0,2.0,9.0,1,0,0.11358353
101951,22650316,12,1887526,9,7,14.3,2.0,1.0,4.0,5.0,0.0,6.0,5,0,0.11352651
100814,7220800,20,361040,11,15,40.0,2.0,6.0,4.0,8.0,0.0,17.0,5,0,0.11351228
100135,5278069,72,73307,42,35,45.7,17.0,18.0,19.0,18.0,4.0,54.0,1,0,0.11339199
103590,3668000,44,83364,13,26,42.3,5.0,16.0,18.0,5.0,18.0,12.0,1,0,0.11335832
102014,20851809,233,89493,84,47,12.8,70.0,74.0,55.0,34.0,49.0,184.0,1,0,0.113348834
102022,712400,12,59367,6,10,100.0,5.0,4.0,1.0,2.0,0.0,12.0,1,0,0.11334574
104746,1925790,43,44786,31,22,54.5,13.0,5.0,0.0,25.0,7.0,36.0,3,0,0.11334334
100293,838200,18,46567,16,10,50.0,1.0,6.0,8.0,3.0,0.0,11.0,1,0,0.11332847
102209,1976318,22,89833,18,11,27.3,8.0,2.0,4.0,8.0,0.0,20.0,3,0,0.11330355
102085,1850205,29,63800,15,18,44.4,1.0,16.0,10.0,2.0,7.0,16.0,1,0,0.11305437
104649,550433,23,23932,14,12,50.0,6.0,5.0,1.0,11.0,3.0,8.0,5,0,0.113008216
102540,4007501,54,74213,35,33,27.3,16.0,18.0,12.0,8.0,3.0,44.0,1,0,0.11294564
100832,840000,7,120000,7,5,0.0,0.0,2.0,5.0,0.0,2.0,5.0,1,0,0.11289926
101809,368000,5,73600,4,3,33.3,0.0,1.0,3.0,1.0,0.0,2.0,3,0,0.1127691
100791,163800,3,54600,3,2,50.0,0.0,2.0,0.0,1.0,0.0,2.0,5,0,0.11276661
102471,10224946,35,292141,23,13,15.4,7.0,4.0,10.0,14.0,1.0,32.0,5,0,0.11265557
103200,113200,4,28300,4,3,33.3,1.0,2.0,0.0,1.0,0.0,1.0,1,0,0.1125261
104830,105000,2,52500,2,1,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1,0,0.112307124
101691,324000,5,64800,4,2,50.0,0.0,0.0,3.0,2.0,0.0,5.0,5,0,0.11204126
102553,512300,12,42692,11,10,40.0,0.0,4.0,2.0,6.0,5.0,7.0,1,0,0.11199698
104557,1131100,15,75407,11,6,0.0,1.0,0.0,6.0,8.0,12.0,3.0,1,0,0.11177064
100390,3407600,17,200447,13,8,12.5,3.0,0.0,1.0,13.0,0.0,10.0,1,0,0.111652456
102901,2376120,30,79204,22,17,41.2,17.0,4.0,4.0,5.0,5.0,14.0,1,0,0.11135778
104605,200000,2,100000,2,2,50.0,0.0,2.0,0.0,0.0,0.0,1.0,5,0,0.111291185
104989,134270,4,33568,3,3,33.3,0.0,4.0,0.0,0.0,1.0,3.0,1,0,0.11113641
100615,1349700,13,103823,10,7,28.6,0.0,5.0,2.0,6.0,2.0,3.0,1,0,0.11112981
100297,1271113,22,57778,13,12,16.7,5.0,1.0,1.0,15.0,13.0,9.0,1,0,0.11110718
103761,1153200,10,115320,7,5,80.0,4.0,5.0,0.0,1.0,1.0,0.0,1,0,0.110969335
101402,370654,6,61776,5,2,50.0,0.0,0.0,6.0,0.0,2.0,0.0,1,0,0.11095339
102772,1413536,27,52353,13,17,47.1,6.0,6.0,3.0,12.0,0.0,9.0,1,0,0.11093811
102610,3502860,95,36872,35,40,30.0,24.0,20.0,16.0,35.0,3.0,53.0,1,0,0.110904105
101588,147000,6,24500,5,4,25.0,4.0,2.0,0.0,0.0,3.0,2.0,1,0,0.110855386
104616,1901123,13,146240,9,8,50.0,1.0,9.0,3.0,0.0,0.0,10.0,1,0,0.11078281
101281,356900,6,59483,5,6,0.0,2.0,3.0,0.0,1.0,1.0,3.0,1,0,0.11075274
103350,404600,7,57800,6,5,60.0,4.0,0.0,0.0,3.0,1.0,6.0,1,0,0.11073104
101190,592000,11,53818,9,8,0.0,3.0,6.0,1.0,1.0,3.0,8.0,1,0,0.110701054
104691,497200,10,49720,10,6,50.0,1.0,0.0,6.0,3.0,0.0,5.0,1,0,0.11069616
100810,1332100,21,63433,11,13,46.2,4.0,3.0,13.0,1.0,0.0,10.0,3,0,0.110593535
104672,1644050,34,48354,21,22,22.7,10.0,2.0,9.0,13.0,1.0,29.0,3,0,0.11045124
103225,1177900,9,130878,8,6,83.3,4.0,0.0,2.0,3.0,1.0,2.0,1,0,0.11039817
102931,891000,19,46895,11,11,45.5,12.0,2.0,0.0,5.0,2.0,7.0,1,0,0.11036364
104410,2631600,26,101215,22,4,75.0,0.0,0.0,22.0,4.0,3.0,14.0,1,0,0.11017186
103948,838377,11,76216,7,6,0.0,2.0,2.0,7.0,0.0,0.0,9.0,1,0,0.11009673
104535,1122710,15,74847,11,10,30.0,1.0,2.0,9.0,3.0,2.0,5.0,1,0,0.10996711
102911,2681820,23,116601,20,8,37.5,0.0,4.0,19.0,0.0,6.0,9.0,1,0,0.10971754
103065,2327800,15,155187,13,10,30.0,6.0,7.0,2.0,0.0,2.0,3.0,1,0,0.10961878
101410,827100,10,82710,6,8,12.5,0.0,6.0,1.0,3.0,5.0,3.0,1,0,0.10956313
102884,2035732,25,81429,22,20,75.0,11.0,0.0,6.0,8.0,0.0,14.0,1,0,0.10943248
104006,162664,3,54221,2,1,100.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0.109293744
100950,5706000,22,259364,17,12,50.0,4.0,5.0,10.0,3.0,1.0,16.0,1,0,0.1091842
101244,2512500,35,71786,28,19,78.9,4.0,12.0,15.0,4.0,1.0,33.0,1,0,0.10903363
102704,872300,17,51312,13,10,40.0,9.0,5.0,0.0,3.0,0.0,7.0,1,0,0.1089061
100958,585500,17,34441,15,15,0.0,2.0,1.0,9.0,5.0,2.0,10.0,1,0,0.10890372
104745,1138000,11,103455,11,8,75.0,6.0,2.0,2.0,1.0,1.0,7.0,1,0,0.10888454
102748,3879769,27,143695,20,8,25.0,0.0,10.0,3.0,14.0,5.0,13.0,3,0,0.10883482
103281,2770079,26,106542,16,13,15.4,11.0,2.0,5.0,8.0,1.0,17.0,1,0,0.108783625
100661,1269057,23,55176,19,18,83.3,7.0,3.0,2.0,11.0,7.0,9.0,1,0,0.10873847
104146,1215081,24,50628,16,14,42.9,5.0,8.0,0.0,11.0,6.0,14.0,1,0,0.10868503
100018,2225600,16,139100,9,11,27.3,4.0,0.0,8.0,4.0,8.0,8.0,5,0,0.10863288
103209,368720,7,52674,6,5,60.0,2.0,4.0,0.0,1.0,0.0,5.0,3,0,0.1085748
100497,2339300,25,93572,18,17,52.9,10.0,7.0,4.0,4.0,2.0,11.0,1,0,0.10852494
101847,38000,1,38000,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0.10850631
103548,2688900,38,70761,24,19,21.1,6.0,12.0,18.0,2.0,7.0,25.0,3,0,0.10826505
102167,2458653,61,40306,28,26,23.1,7.0,13.0,29.0,12.0,8.0,30.0,3,0,0.10820824
104192,3522000,10,352200,8,6,83.3,5.0,1.0,4.0,0.0,3.0,7.0,1,0,0.10819893
103690,3931280,30,131043,23,19,15.8,9.0,11.0,7.0,3.0,0.0,10.0,1,0,0.10810636
101493,323300,12,26942,4,9,33.3,2.0,2.0,8.0,0.0,3.0,9.0,1,0,0.107913084
102457,1021300,15,68087,15,8,75.0,5.0,5.0,1.0,4.0,1.0,12.0,5,0,0.10785587
100414,10811604,31,348761,10,23,43.5,2.0,4.0,21.0,4.0,1.0,24.0,2,0,0.107848875
100639,181900,5,36380,5,5,60.0,1.0,0.0,3.0,1.0,2.0,2.0,1,0,0.10777664
104458,394381,9,43820,7,8,25.0,1.0,5.0,1.0,2.0,3.0,4.0,1,0,0.10762437
102756,921800,10,92180,7,7,71.4,1.0,7.0,0.0,2.0,0.0,7.0,1,0,0.10757986
102031,756300,8,94538,6,5,0.0,1.0,5.0,1.0,1.0,0.0,1.0,1,0,0.10749206
101827,1064000,10,106400,7,6,16.7,0.0,1.0,3.0,6.0,0.0,3.0,1,0,0.10747388
100809,470121,11,42738,6,8,25.0,0.0,11.0,0.0,0.0,1.0,6.0,5,0,0.10742253
103465,250800,4,62700,4,2,50.0,0.0,2.0,2.0,0.0,0.0,4.0,1,0,0.10712171
100028,380640,11,34604,11,8,50.0,5.0,1.0,0.0,5.0,0.0,6.0,1,0,0.1070396
104215,1469570,20,73478,14,9,55.6,0.0,0.0,11.0,9.0,3.0,10.0,1,0,0.10696912
101811,1283779,10,128378,7,4,0.0,4.0,4.0,0.0,2.0,6.0,4.0,1,0,0.10694434
100302,3910500,31,126145,23,15,66.7,6.0,13.0,7.0,5.0,0.0,23.0,1,0,0.10672623
102557,174160,4,43540,4,3,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1,0,0.10667369
102290,1302500,23,56630,16,10,80.0,11.0,7.0,4.0,1.0,0.0,17.0,3,0,0.10665254
104575,2202021,21,104858,15,8,62.5,0.0,15.0,4.0,2.0,0.0,14.0,1,0,0.10664758
103078,2397878,52,46113,8,36,77.8,13.0,14.0,17.0,8.0,5.0,40.0,1,0,0.10652719
100023,191000,3,63667,3,1,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1,0,0.10651223
100775,2094344,33,63465,13,19,21.1,13.0,8.0,7.0,5.0,0.0,20.0,1,0,0.106324054
102080,1203600,14,85971,13,11,45.5,7.0,0.0,4.0,3.0,1.0,7.0,1,0,0.10627167
102644,797380,26,30668,16,20,25.0,2.0,3.0,7.0,14.0,2.0,8.0,5,0,0.106070384
101628,3009290,57,52795,37,34,41.2,12.0,15.0,25.0,5.0,3.0,36.0,1,0,0.1059802
